Name,Condition,Price,Shipping,Country,Solds,SellerInfo
SIGNED - Hope I Get Old Before I Die By David Hepworth New 1st Edition Hardback,Brand New,28.14,+$58.02 shipping estimate,from United Kingdom,0,"victoriabookshop06 (4,089) 100%"
"Taylor Swift: the Stories Behind the Songs by Annie Zaleski (2024, Hardcover)",Brand New,18.00,+$26.67 shipping,from United States,0,cutup3443 (359) 96.3%
New ListingThe Illustrated Jimi Hendrix (Illustrated Music) By Geoffrey Giu,Pre-Owned,14.81,+$5.44 shipping,from United Kingdom,0,"book_fountain (181,310) 98.7%"
Bob Jones Press Music for Christian Schools 1 - 1st Grade Hardback BJU,Pre-Owned,4.95,+$31.07 shipping,from United States,0,"michellwatso65 (1,359) 100%"
New ListingElvis: 1935-77 By Julie Mundy,Pre-Owned,21.77,+$5.44 shipping,from United Kingdom,0,"book_fountain (181,310) 98.7%"
"Spotlight on Music, Grade 5: Student Textbook",Brand New,12.99,+$26.96 shipping,from United States,0,"the_book_bouquet (1,021) 100%"
Direct from The Author - The sequel to Cor Baby That's Really Me,Brand New,6.55,+$57.02 shipping estimate,from United Kingdom,0,really.free (220) 100%
United Methodist Hymnal 1989 Black Christian Music Church Song Book Hymns,Pre-Owned,16.50,+$56.34 shipping,from United States,0,"4143ref (6,203) 100%"
Signed Book - What a Fool Believes by Michael McDonald & Paul Reiser,Brand New,32.71,+$58.17 shipping estimate,from United Kingdom,0,"bookmail (470,801) 100%"
Jamaica Reggae: Hit Me With Music by Lee Jaffe Hardcover Book,Brand New,47.74,+$23.48 shipping,from United States,0,"grandeagleretail (928,960) 98.3%"
"New ListingLives, Wives and Loves of the Great Composers By Fritz Spiegl",Pre-Owned,12.42,+$5.44 shipping,from United Kingdom,0,"book_fountain (181,310) 98.7%"
New ListingA Well-tempered Mind: Using Music to Help Children Listen and Le,Pre-Owned,12.07,+$5.44 shipping,from United Kingdom,0,"book_fountain (181,310) 98.7%"
Sacred Selections For The Church Hymn Book Hymnal 1960 Ellis Crum 54th Edition,Pre-Owned,5.60,+$32.09 shipping,from United States,0,"dobons (2,378) 99.1%"
Signed Book - Tales from the Dancefloor by Sacha Lord First Edition 1st Print,Brand New,19.97,+$53.11 shipping estimate,from United Kingdom,0,"bookmail (470,801) 100%"
Thurston Moore Sonic Life (Hardback),Brand New,9.06,+$3.91 shipping,from United Kingdom,0,"rarewaves-outlet (1,232,148) 98.2%"
Sue Kwon: RAP IS RISEN: New York Photographs 1988–2008 - Hardcover - New,Brand New,39.03,+$58.26 shipping,from United States,0,"booksrun (106,854) 99.4%"
"New ListingPassing the Music Down by Sullivan, Sarah",Pre-Owned,24.99,+$26.87 shipping,from United States,0,"thrift.books (3,712,586) 99%"
New ListingMusical Wit: Quips and Quotes for Music Lovers By Vicky Edwards,Pre-Owned,8.88,+$5.44 shipping,from United Kingdom,0,"book_fountain (181,310) 98.7%"
New ListingPopular Music By Mikael Niemi,Pre-Owned,12.44,+$5.44 shipping,from United Kingdom,0,"book_fountain (181,310) 98.7%"
New ListingGreat Opera Houses - Masterpieces of Architecture By Andras Kald,Pre-Owned,13.99,+$5.44 shipping,from United Kingdom,0,"book_fountain (181,310) 98.7%"
New ListingChristmas Carols By Margaret Tempest,Pre-Owned,6.87,+$5.44 shipping,from United Kingdom,0,"book_fountain (181,310) 98.7%"
New ListingHome Organist Library Volume 3. Film Music By Howard Brown. 9780,Pre-Owned,10.90,+$5.44 shipping,from United Kingdom,0,"book_fountain (181,310) 98.7%"
"Walls Come Tumbling Down: The Music and Politics of Rock Ag... by Rachel, Daniel",Pre-Owned,10.38,+$6.00 shipping,from United States,0,"worldofbooksusa (1,132,365) 93.4%"
"New ListingNarcocorrido: A Journey into the Music of Drugs, Guns, and Guerrillas, Wald, Eli",Pre-Owned,9.95,+$30.86 shipping,from United States,0,"gardbook (34,621) 99.7%"
"Making The Responsive Guitar / The Responsive Guitar, Hardcover by Somogyi, E...",New (Other),179.55,+$31.87 shipping,from United States,0,"greatbookprices1 (314,015) 96.5%"
New ListingThe Beatles Album By Julia Delano. 9781856485050,Pre-Owned,14.50,+$5.44 shipping,from United Kingdom,0,"book_fountain (181,310) 98.7%"
Build Your Own Electric Guitar Book New Haynes Paul Balmer (Hardcover),Brand New,26.17,+$57.95 shipping estimate,from United Kingdom,0,"b00kb0x (145,764) 99.9%"
"The Hag: The Life, Times, and Music of Merle Haggard Eliot, Marc Very Good",Pre-Owned,7.41,+$26.80 shipping,from United States,0,"bookoutlet2 (181,014) 99.5%"
The Most Interesting Man in the World - Vinnie Stigma (No Dustcover),Pre-Owned,8.99,+$32.35 shipping,from United States,0,"premierecollectiblesofficial (4,920) 99.9%"
"""Elvis Presley's Graceland Gates""  by H. Loyd Hardcover Book, NOS, Sealed,",Brand New,16.00,+$31.24 shipping,from United States,0,"tarnishedworkshop (1,032) 100%"
New ListingBinchois Studies by Andrew Kirkman,Pre-Owned,30.00,+$70.76 shipping,from United States,0,bks4all (17) 0%
Do What You Want: The Story of Bad Religion Bad Religion Very Good,Pre-Owned,7.52,+$26.80 shipping,from United States,0,"bookoutlet2 (181,014) 99.5%"
"Let There Be Gwar Gorman, Bob and Gastman, Roger",New (Other),200.00,+$37.86 shipping,from United States,0,booklynbks (841) 100%
The Beautiful Ones-Prince,Pre-Owned,5.84,+$22.90 shipping,from United Kingdom,0,"awesomebooksuk (1,634,397) 99.4%"
S. H. Fernando Jr. The Chronicles of DOOM (Hardback) (PRESALE 07/11/2024),Brand New,26.06,+$3.91 shipping,from United Kingdom,0,"rarewaves-outlet (1,232,148) 98.2%"
New ListingA Manual of English Church Music,Pre-Owned,13.09,+$25.86 shipping,from United Kingdom,0,factorfiction10 (948) 99.5%
New ListingCongregational Hymnary Part lll Anthems Music Edition,Pre-Owned,19.64,+$25.86 shipping,from United Kingdom,0,factorfiction10 (948) 99.5%
New ListingDictionary of Music By unkown,Pre-Owned,11.37,+$5.44 shipping,from United Kingdom,0,"book_fountain (181,310) 98.7%"
Sing Unto the Lord Hymnal Word Aflame Press  2017 Edition Red Hard Cover,Pre-Owned,12.99,+$32.34 shipping,from United States,0,scarestylintens (390) 99.3%
Depeche Mode: Live,Brand New,60.60,+$28.36 shipping,from United States,0,twolimes.trading (104) 99.1%
New ListingLennon in America: 1971-1980 - Based in Part on the Lost Lennon,Pre-Owned,12.88,+$5.44 shipping,from United Kingdom,0,"book_fountain (181,310) 98.7%"
"New ListingPassing the Music Down by Sullivan, Sarah",Pre-Owned,22.99,+$26.81 shipping,from United States,0,"thrift.books (3,712,586) 99%"
"Still with the Music: My Autobiography By Karl Jenkins, Sam Jack",Pre-Owned,12.54,+$6.99 shipping,from United States,0,"awesomebooksusa (419,904) 98%"
Gregory Maguire Wicked (Hardback) (UK IMPORT),Brand New,42.13,+$3.99 shipping,from United Kingdom,0,"rarewaves (588,509) 97.5%"
New ListingHappy Traum's Flat-pick Country Guitar by  Happy Traum,Pre-Owned,4.95,+$30.91 shipping,from United States,0,fernwoodshop (418) 100%
"New ListingFallin' Up: My Story By Taboo, Steve Dennis",Pre-Owned,13.11,+$5.44 shipping,from United Kingdom,0,"book_fountain (181,310) 98.7%"
New ListingMartini Man: The Life of Dean Martin By William Schoell. 9780878,Pre-Owned,14.76,+$5.44 shipping,from United Kingdom,0,"book_fountain (181,310) 98.7%"
New ListingHistorical Lute Construction By Robert Luneberg,New (Other),135.00,+$67.97 shipping,from United States,0,asha1_riax7gyar (354) 100%
"Country Music: An Illustrated - Hardcover, by Duncan Dayton; Burns - Good",Pre-Owned,13.78,+$50.13 shipping,from United States,0,"booksrun (106,854) 99.4%"
New ListingV J  The Unplugged Adventures Of MTVs First Wave,New (Other),9.00,+$69.39 shipping,from United States,0,shane88illini (154) 100%
"New ListingWe'll Meet Again"": Songs and Music That Inspired Courage During",Pre-Owned,15.02,+$5.44 shipping,from United Kingdom,0,"book_fountain (181,310) 98.7%"
Neu Klang: The Definitive History of Krautrock by Christoph Dallach,Brand New,24.89,+$53.28 shipping estimate,from United Kingdom,0,"bookmail (470,801) 100%"
The Chapel Hymnbook Clarion Call  Hardcover Hymnal,Pre-Owned,1.50,+$31.62 shipping,from United States,0,"estn (2,814) 100%"
"New ListingThe Dylan Companion By Elizabeth Thomson, David Gutman",Pre-Owned,16.66,+$5.44 shipping,from United Kingdom,0,"book_fountain (181,310) 98.7%"
Nadia Caterina Munno The Pasta Queen (Hardback),Brand New,24.67,+$3.91 shipping,from United Kingdom,0,"rarewaves-outlet (1,232,148) 98.2%"
"Broken Music: Memoirs By Sting,Virginia Norey",Pre-Owned,4.56,+$24.86 shipping,from United Kingdom,0,"baham_books (2,353,729) 99.2%"
"Baroque Music: From Monteverdi to Handel by Anderson, Nicholas Hardback Book The",Pre-Owned,8.21,+$6.00 shipping,from United States,0,"worldofbooksusa (1,132,365) 93.4%"
New ListingHowling at the Moon: The Odyssey of a Monstrous Music Mogul in a,Pre-Owned,12.25,+$5.44 shipping,from United Kingdom,0,"book_fountain (181,310) 98.7%"
"New ListingFive Centuries of Music in Venice By H.C.Robbins Landon, John Ju",Pre-Owned,17.54,+$5.44 shipping,from United Kingdom,0,"book_fountain (181,310) 98.7%"
The Silver Snarling Trumpet: The Birth of the HARDCOVER 2024 by Robert Hunter,Brand New,26.95,+$33.37 shipping,from United States,0,"webdelico (15,074) 94.8%"
Wild Symphony - Dan Brown with Signed Bookplate,New (Other),14.99,+$32.97 shipping,from United States,0,"premierecollectiblesofficial (4,920) 99.9%"
Vintage Books various genre & topics Choose from 4 Lists - A-F titles this list,Pre-Owned,4.0015.00,+$31.43 shipping,from United States,0,"blountcofriendsoflibrary (9,394) 99.8%"
"Music and You, MacMillan, Hardcover, 1988, Elementary, Instruction, Textbook",Pre-Owned,4.99,+$32.10 shipping,from United States,0,"bferrell2008 (2,914) 100%"
SIGNED BY DUKE FAKIR I'LL BE THERE MY LIFE WITH THE FOUR TOPS NEW 1/1 HB,Brand New,32.73,+$41.88 shipping,from United Kingdom,0,"book-wize (7,780) 100%"
"Gone: A Girl, a Violin, a Life Unstrung By Min Kym",Pre-Owned,4.58,+$24.86 shipping,from United Kingdom,0,"baham_books (2,353,729) 99.2%"
