Name,Condition,Price,Shipping,Country,Solds,SellerInfo
"Joy Division: Juvenes Cummins, Kevin Very Good",Pre-Owned,100.00,+$53.18 shipping,from United States,0,"bookoutlet2 (181,011) 99.5%"
Lisa Marie Presley Riley Keou From Here to the Great Unknown: A Memo (Hardback),Brand New,33.47,+$3.91 shipping,from United Kingdom,0,"rarewaves-outlet (1,231,989) 98.2%"
Stanley Tucci What I Ate in One Year (Hardback) (PRESALE 10/10/2024),Brand New,30.84,+$2.02 shipping,from United Kingdom,0,"rarewaves-outlet (1,231,989) 98.2%"
Madison Beer The Half of it (Hardback),Brand New,23.90,+$3.99 shipping,from United States,0,"rarewaves-usa (422,958) 97.6%"
"Broken Music: Memoirs By Sting,Virginia Norey",Pre-Owned,4.55,+$24.84 shipping,from United Kingdom,0,"baham_books (2,353,606) 99.2%"
"Music and Maiden Overs: My Showbusiness Life by Barrow, Tony Hardback Book The",Pre-Owned,8.67,+$6.00 shipping,from United States,0,"worldofbooksusa (1,132,349) 93.4%"
Madison Beer The Half of it (Hardback),Brand New,29.20,+$2.02 shipping,from United Kingdom,0,"rarewaves-outlet (1,231,989) 98.2%"
The Cure - 9781786750402,Brand New,23.57,+$53.16 shipping estimate,from United Kingdom,0,"books--etc (481,119) 99.7%"
Serj Tankian Signed Down with the System A Memoir (of Sorts) 2024 Hardcover New,Brand New,49.45,+$66.72 shipping,from United States,0,"tooldog (9,697) 100%"
New ListingBeyoncé (Lives of the Musicians) By Tshepo Mokoena,Pre-Owned,18.44,+$5.47 shipping,from United Kingdom,0,"book_fountain (181,309) 98.7%"
Creative Harmony and Musicianship an Introduction to the Structure of Music,Pre-Owned,19.90,+$70.59 shipping,from United States,0,purposefullybold (990) 99.7%
The Carry On Girls - 9781803993409,Brand New,21.62,+$53.10 shipping estimate,from United Kingdom,0,"books--etc (481,119) 99.7%"
"New ListingAsimov's Annotated Gilbert & Sullivan by Isaac Asimov, Doubleday, 1988",Pre-Owned,67.99,+$67.01 shipping,from United States,0,"luigidim (1,490) 100%"
The Stradivari Legacy Duane Rosengard Carlo Chiesa HB Slipcased 1998 RRP £100,Brand New,71.93,+$72.44 shipping estimate,from United Kingdom,0,"leventisjohn (7,930) 100%"
Summer We Crossed Europe in the Rain by Kazuo Ishiguro,Brand New,18.38,+$48.35 shipping estimate,from United Kingdom,0,"bookmail (470,791) 100%"
Vincent: A Graphic Biography: A Graphic Biography (Hardback or Cased Book),Brand New,18.04,+$27.11 shipping,from United States,0,"bargainbookstores (1,108,099) 99.4%"
"Spotlight on Music, Grade 5: Student Textbook",Brand New,12.99,+$26.96 shipping,from United States,0,"the_book_bouquet (1,021) 100%"
Terry Pratchett Soul Music (Hardback) Discworld (UK IMPORT),Brand New,22.62,+$3.99 shipping,from United Kingdom,0,"rarewaves (588,489) 97.5%"
Peter Hook Substance (Hardback) (UK IMPORT),Brand New,13.32,+$3.99 shipping,from United Kingdom,0,"rarewaves (588,489) 97.5%"
New ListingWicked the Musical Compendium Pop-Up Book Wizard Of Oz,Pre-Owned,37.00,+$27.67 shipping,from United States,0,turkishtech (818) 100%
"Moonwalk by Jackson, Michael Hardback Book The Fast Free Shipping",Pre-Owned,8.23,+$6.00 shipping,from United States,0,"worldofbooksusa (1,132,349) 93.4%"
"Liber Usualis | Latin Mass Gregorian Chant Book, 1963",Brand New,75.99,+$220.96 shipping,from United States,0,pcpbooks (23) 100%
"The Beach Boys, The Beach Boys,  Hardback",Brand New,49.92,+$63.39 shipping estimate,from United Kingdom,0,"pbshop.store (262,074) 99.2%"
This Is the Noise That Keeps Me Awake by  in Used - Good,Pre-Owned,13.08,+$26.26 shipping,from United States,0,"waddlebooks (145,110) 99.4%"
Do What You Want: The Story of Bad Religion Bad Religion Very Good,Pre-Owned,7.52,+$26.80 shipping,from United States,0,"bookoutlet2 (181,011) 99.5%"
Jane McDonald Let the Light In (Hardback),Brand New,29.13,+$3.91 shipping,from United Kingdom,0,"rarewaves-outlet (1,231,989) 98.2%"
Creating Back to the Future The Musical,Brand New,19.72,+$31.15 shipping,from United States,0,"bookoutlet_store (249,086) 99.1%"
The Beloved Vision: A History of Nineteenth Century Music,Brand New,7.10,+$26.79 shipping,from United States,0,"bellwetherbooks_usa (201,816) 99.7%"
Virginia Hanlon Grohl From Cradle to Stage (Hardback),Brand New,7.73,+$3.91 shipping,from United Kingdom,0,"rarewaves-outlet (1,231,989) 98.2%"
"New ListingThe Beatles. Unseen Archives By Tim Hill, Marie Clayton",Pre-Owned,28.67,+$5.47 shipping,from United Kingdom,0,"book_fountain (181,309) 98.7%"
Signed Book - Tomorrow's Here Today: Lightning Seeds by Ian Broudie 1st Print,Brand New,19.62,+$53.03 shipping estimate,from United Kingdom,0,"bookmail (470,791) 100%"
"The Beatles A Hard Day's Night: A Private Archive Lewisohn, Mark Very Good",Pre-Owned,70.49,+$75.49 shipping,from United States,0,"bookoutlet2 (181,011) 99.5%"
Sue Kwon: RAP IS RISEN: New York Photographs 1988–2008 - Hardcover - New,Brand New,39.03,+$58.78 shipping,from United States,0,"booksrun (106,839) 99.3%"
Behind Bars: The Definitive Guide To Music Notation - 9780571514564,Brand New,86.42,+$59.96 shipping estimate,from United Kingdom,0,"books--etc (481,119) 99.7%"
Signed Book - Kammy by Chris Kamara First Edition 1st Print,Brand New,20.43,+$53.06 shipping estimate,from United Kingdom,0,"bookmail (470,791) 100%"
Before Music: Where Instruments Come from by Annette Bay Pimentel: New,Brand New,33.32,+$27.56 shipping,from United States,0,"alibrisbooks (427,262) 98.8%"
This Woman's Work (Hardback),Brand New,8.71,+$3.91 shipping,from United Kingdom,0,"rarewaves-outlet (1,231,989) 98.2%"
Leeroy Thornhill Wildfire (Hardback) (PRESALE 24/10/2024),Brand New,40.39,+$3.91 shipping,from United Kingdom,0,"rarewaves-outlet (1,231,989) 98.2%"
A Guitar and a Pen: Stories by Country Music's Greatest Songwriters  Very Good,Pre-Owned,7.17,+$26.79 shipping,from United States,0,"bookoutlet2 (181,011) 99.5%"
Brothers Hardcover -2024 by Alex van Halen,New (Other),26.95,+$33.36 shipping,from United States,0,"homedelicousa (7,721) 97.9%"
New ListingLullaby of Birdland: An Autobiography (Bayou Jazz Lives) By Geo,Pre-Owned,13.45,+$5.47 shipping,from United Kingdom,0,"book_fountain (181,309) 98.7%"
"Observer's Book of Music (Observer's Pocket) by Dinn, Freda Hardback Book The",N/A,7.62,+$6.00 shipping,from United States,0,"worldofbooksusa (1,132,349) 93.4%"
New ListingArtie Shaw: A Musical Biography and Discography (Studies in Jazz,Pre-Owned,54.28,+$5.47 shipping,from United Kingdom,0,"book_fountain (181,309) 98.7%"
"""Westlife"" on Tour: Inside the World's Biggest Boy Band By Eddi",Pre-Owned,15.05,+$5.47 shipping,from United Kingdom,0,"book_fountain (181,309) 98.7%"
"Pressure Drop : Reggae in the Seventies, Hardcover by Masouri, John, Brand Ne...",Brand New,30.90,+$27.49 shipping,from United States,0,"greatbookprices1 (314,007) 96.5%"
Gina Schock Made In Hollywood (Hardback),Brand New,12.61,+$3.91 shipping,from United Kingdom,0,"rarewaves-outlet (1,231,989) 98.2%"
Modern Recording Techniques: A Practical Guide to Modern Music Production by Dav,Brand New,66.88,+$46.25 shipping,from United States,0,"grandeagleretail (928,952) 98.3%"
Play Rock Guitar (Guitar Tutor),Pre-Owned,22.76,+$5.47 shipping,from United Kingdom,0,"book_fountain (181,309) 98.7%"
Paris: The Memoir by Paris Hilton (English) Hardcover Book,Brand New,35.27,+$5.34 shipping,from Australia,0,"the_nile (1,223,417) 98.3%"
Alex Van Halen 'Brothers' Signed Autographed Hardback Book Brand New Presale ✅,Brand New,78.47,+$64.37 shipping estimate,from United Kingdom,0,"whitefineart (3,318) 100%"
Michael McDonald Paul Reiser What a Fool Believes (Hardback),Brand New,36.77,+$2.02 shipping,from United Kingdom,0,"rarewaves-outlet (1,231,989) 98.2%"
New ListingMaking It So: A Memoir,New (Other),5.52,+$28.77 shipping,from United Kingdom,0,"webuybooks (2,192,367) 99.4%"
Rolling Stones - Urban Jungle Europe 1990 Tour Book - Vintage,New (Other),9.99,+$32.87 shipping,from United States,0,"goplad (12,350) 100%"
Freaks Out! by Luke Haines,Brand New,21.46,+$48.47 shipping estimate,from United Kingdom,0,"bookmail (470,791) 100%"
"New ListingHEART SONGS, VOLUME 2: PIANO BOOK By Joanne Brown Ledoux",Pre-Owned,14.90,+$30.95 shipping,from United States,0,"naven606 (3,024) 99.8%"
"New ListingSteht im Wald ein kleines Haus, Like New Used, Free shipping in the US",New (Other),36.88,+$26.96 shipping,from United States,0,"greatbookprices1 (314,007) 96.5%"
"Edward Elgar: Music, Life and Landscapes by Suzie Grogan, Christopher Grogan...",Brand New,19.60,+$53.03 shipping estimate,from United Kingdom,0,"b00kb0x (145,761) 99.9%"
The Who Revealed by Paul du Noyer (Introduction) Hardback Book The Fast Free,Pre-Owned,19.70,+$6.00 shipping,from United States,0,"worldofbooksusa (1,132,349) 93.4%"
"Slash: The Autobiography By Slash, Anthony Bozza. 9780007257751",Pre-Owned,4.58,+$24.84 shipping,from United Kingdom,0,"baham_books (2,353,606) 99.2%"
The Boys and Me: My Life in the Country Music Supergroup Sawyer Brown (Hardback,Brand New,22.18,+$27.23 shipping,from United States,0,"bargainbookstores (1,108,099) 99.4%"
"The Flame: Poems Notebooks Lyrics Drawings Cohen, Leonard Very Good",Pre-Owned,6.82,+$26.78 shipping,from United States,0,"bookoutlet2 (181,011) 99.5%"
"Pink Floyd All the Songs: The Story Behind Every Track Guesdon, Jean",Pre-Owned,27.99,+$74.23 shipping,from United States,0,"bookoutlet2 (181,011) 99.5%"
Lion Songs: Thomas Mapfumo and the Music That Made Zimbabwe (Hardcover),New (Other),15.24,+$87.95 shipping,from United States,0,"plumcircle (353,771) 99.9%"
"Guitar Chord Book Brook Hoover Jazz Band, County, Rock, Punk, Reggae, reference",Brand New,19.99,+$15.00 shipping,from United States,0,"beezleborf (1,368) 100%"
Steven Hyden This Isn't Happening (Hardback),Brand New,9.68,+$3.91 shipping,from United Kingdom,0,"rarewaves-outlet (1,231,989) 98.2%"
"The Music Library. Trunk, Dammers, Murray, Sorrell 9780993191138 New.#",Brand New,36.54,+$62.92 shipping estimate,from United Kingdom,0,"baham_books (2,353,606) 99.2%"
"The Musician's Guide to Theory - Hardcover, by Clendinning Jane Piper; - New s",Brand New,144.60,+$30.84 shipping,from United States,0,"booksrun (106,839) 99.3%"
New ListingThe Ring of the Nibelung (Penguin Clothbound Classics),New (Other),20.56,+$28.77 shipping,from United Kingdom,0,"webuybooks (2,192,367) 99.4%"
1998 Heritage Hymnal Heart Warming Favorites Hymns Church Music Book Large Print,Pre-Owned,14.99,+$32.40 shipping,from United States,0,"jcgilmore77 (5,913) 99.9%"
"Catherine, the Princess of Wales: A Biography of the Future Queen by Robert Jobs",Brand New,32.02,+$5.07 shipping,from Australia,0,"the_nile (1,223,417) 98.3%"
Sid Smith In The Court of King Crimson (Hardback) (UK IMPORT),Brand New,29.32,+$3.99 shipping,from United Kingdom,0,"rarewaves (588,489) 97.5%"
Gered Mankowitz,Brand New,14.37,+$52.85 shipping estimate,from United Kingdom,0,"postscript_books (31,321) 99.8%"
Moving Mountains: The Little Guide to Pink (Hardback) Little Book of...,Brand New,10.53,+$3.99 shipping,from United States,0,"rarewaves-usa (422,958) 97.6%"
"Queen Uncovered: Unseen photographs, rarities and in... by Hince, Peter Hardback",Pre-Owned,18.45,+$6.00 shipping,from United States,0,"worldofbooksusa (1,132,349) 93.4%"
New Listing -David Bowie Book NEW,Brand New,28.78,+$2.02 shipping,from United Kingdom,0,"rarewaves-outlet (1,231,989) 98.2%"
Hasbro - My Little Pony The Movie Little Music Note Sound Book Brand New Sealed,Brand New,12.00,+$26.23 shipping,from United States,0,"timh904 (5,725) 99.3%"
Autonomy: Special edition by Steve Diggle Hardcover Book,Brand New,44.00,+$39.24 shipping,from United Kingdom,0,"the_nile_uk_store (28,753) 98.6%"
The Road to Woodstock by Holly George-Warren Hardback Book The Fast Free,Pre-Owned,13.96,+$6.00 shipping,from United States,0,"worldofbooksusa (1,132,349) 93.4%"
Mick O'Shea Pocket Guide To Punk (Hardback),Brand New,8.71,+$3.91 shipping,from United Kingdom,0,"rarewaves-outlet (1,231,989) 98.2%"
Music While You Work: An Era in Broadcasting By Brian Reynolds,Pre-Owned,30.84,+$5.47 shipping,from United Kingdom,0,"book_fountain (181,309) 98.7%"
New ListingThe Downhome Sound: Diversity and Politics in Americana Music by Mandi Bates Bai,Brand New,80.03,+$4.40 shipping,from Australia,0,"the_nile (1,223,417) 98.3%"
Ocean Adventure (Lenticular Octonauts),Pre-Owned,5.09,+$6.99 shipping,from United States,0,"awesomebooksusa (419,897) 98%"
The Beatles,Brand New,5.99,+$30.74 shipping,from United States,0,"bookoutlet_store (249,086) 99.1%"
Moon Music: A Novel By Faye Kellerman,Pre-Owned,14.33,+$5.47 shipping,from United Kingdom,0,"book_fountain (181,309) 98.7%"
U2 by U2 By U2,Pre-Owned,5.48,+$24.84 shipping,from United Kingdom,0,"baham_books (2,353,606) 99.2%"
Lucy Davies Mabel Nicholson (Hardback) Modern Women Artists,Brand New,16.79,+$3.91 shipping,from United Kingdom,0,"rarewaves-outlet (1,231,989) 98.2%"
Songs of Fellowship: 2200 Songs and Hymns: v. 1 - 4,Pre-Owned,14.03,+$6.99 shipping,from United States,0,"awesomebooksusa (419,897) 98%"
"Sporty Spice in My Pocket Unofficial Spice Girls, in My Pocket Series Hardcover",Brand New,9.99,+$26.87 shipping,from United States,0,"wickeddiscounts (5,329) 99.9%"
"Good Pop, Bad Pop: The Sunday Times bestselling hit from Jarvis",Pre-Owned,17.92,+$15.03 shipping,from United Kingdom,0,"cmedia_group (1,019,704) 99.4%"
"The Inner Game of Music by Green, Barry; Gallwey, W. Timothy",Pre-Owned,5.07,+$26.73 shipping,from United States,0,"thrift.books (3,712,485) 99%"
Bawdy Songs of the Early Music Hall Hardback Book The Fast Free Shipping,Pre-Owned,7.70,+$6.00 shipping,from United States,0,"worldofbooksusa (1,132,349) 93.4%"
The Creative Act: A Way of Being by Rick Rubin (0593652886)   Hardcover,Brand New,19.90,+$27.16 shipping,from United States,0,"goodreads2015 (25,023) 99.5%"
Elvis Presley: A Little Golden Book Biography (Hardback or Cased Book),Brand New,8.57,+$18.31 shipping,from United States,0,"bargainbookstores (1,108,099) 99.4%"
Iconic: My Life in Fashion in 50 Objects by Zandra Rhodes,Brand New,25.54,+$53.23 shipping estimate,from United Kingdom,0,"bookmail (470,791) 100%"
"In One Ear: Cocteau Twins, Ivor Raymonde and Me by Raymonde, Simon Hardback The",Pre-Owned,34.06,+$6.00 shipping,from United States,0,"worldofbooksusa (1,132,349) 93.4%"
"Down with the System: A Memoir (of Sorts) by Tankian, Serj",Brand New,26.39,+$26.66 shipping,from United States,0,"globaldispatchusa (6,512) 95.6%"
"Beatles - All These Years : Tune in, Hardcover by Lewisohn, Mark, Brand New, ...",Brand New,127.71,+$20.91 shipping,from United Kingdom,0,"superbookdeals1 (73,619) 95.8%"
"New ListingLights, Music, Code! #3: Girls Who Code by Jo Whittemore (English) Hardcover Boo",Brand New,23.61,+$4.43 shipping,from Australia,0,"the_nile (1,223,417) 98.3%"
"In One Ear: Cocteau Twins, Ivor Raymonde and Me by Simon Raymonde (English) Hard",Brand New,32.26,+$39.76 shipping,from Canada,0,"grandeagleretail (928,952) 98.3%"
"The Beautiful Ones,Prince",Pre-Owned,5.72,+$15.03 shipping,from United Kingdom,0,"cmedia_group (1,019,704) 99.4%"
New ListingFret Work Step-By-Step 2nd Edition The Guide To Good Fret Jobs Guitar Techniques,Pre-Owned,34.99,+$32.60 shipping,from United States,0,"quality-stuff-co (4,232) 99.4%"
Serj Tankian Down with the System (Hardback),Brand New,31.72,+$3.99 shipping,from United States,0,"rarewaves-usa (422,958) 97.6%"
New ListingMADONNA SEX Book COMPLETE 1st Edition Original Mylar Wrapper W/ Comic Book,Pre-Owned,199.89,+$32.47 shipping,from United States,0,"dailydealz-247 (2,244) 98%"
Shop on eBay,Brand New,20.00,N/A,N/A,0,N/A
Shop on eBay,Brand New,20.00,N/A,N/A,0,N/A
Country Music: The Masters By Marty Stuart with CD Hardcover 2008,New (Other),99.99,+$81.15 shipping,from United States,0,"cadillac.man (1,492) 99.3%"
Learn to Play the Guitar: A Step-by-step Guide-Nick Freeth,Pre-Owned,4.34,+$22.87 shipping,from United Kingdom,0,"awesomebooksuk (1,634,322) 99.4%"
"Tom Jones By Stafford Hildred, David Gritten. 9780283999277",Pre-Owned,4.58,+$24.84 shipping,from United Kingdom,0,"baham_books (2,353,606) 99.2%"
Virginia Hanlon Grohl From Cradle to Stage (Hardback) (UK IMPORT),Brand New,8.78,+$2.20 shipping,from United Kingdom,0,"rarewaves-ca (141,450) 98.1%"
"New ListingThe Music Practitioner: Research for the Music Performer, Teacher, and Listener",Pre-Owned,66.54,+$9.42 shipping,from United Kingdom,0,"phatpocket (40,615) 99.6%"
Bruce Spizer The Beatles a Hard Day's Night & More (Hardback) (US IMPORT),Brand New,52.88,+$2.02 shipping,from United States,0,"rarewaves-united (380,624) 98.6%"
Joanna Jojo Levesque Over the Influence (Hardback),Brand New,31.78,+$3.99 shipping,from United States,0,"rarewaves-usa (422,958) 97.6%"
New ListingNorman Philip-Slowhand HBOOK NEW,Brand New,10.19,+$2.02 shipping,from United Kingdom,0,"rarewaves-outlet (1,231,989) 98.2%"
SUPER RARE!! 2017 MTV Photo Book VMAs Collectible Eminem Taylor Swift JayZ !!!!!,Brand New,59.99,+$59.40 shipping,from United States,0,t-rex_seller (571) 100%
"Different Aspects: A Memoir by Ball, Michael Hardback Book The Fast Free",Pre-Owned,8.23,+$6.00 shipping,from United States,0,"worldofbooksusa (1,132,349) 93.4%"
"Messengers, James Hetfield,  Hardback",Brand New,45.77,+$63.25 shipping estimate,from United Kingdom,0,"pbshop.store (262,074) 99.2%"
Led Zeppelin by Led Zeppelin - 9781909526501,Brand New,46.78,+$74.90 shipping estimate,from United Kingdom,0,"books--etc (481,119) 99.7%"
Rock Chronicles: A Visual History of the World's Greatest 250 Rock Acts-David R,Pre-Owned,4.83,+$22.87 shipping,from United Kingdom,0,"awesomebooksuk (1,634,322) 99.4%"
HAND SIGNED BY ALFIE BOE Face the Music My Story FIRST EDITION FIRST PRINTING HB,Brand New,26.14,+$40.54 shipping,from United Kingdom,0,"book-wize (7,780) 100%"
The Music Room By William Fiennes. 9780330444408,Pre-Owned,3.43,+$24.84 shipping,from United Kingdom,0,"baham_books (2,353,606) 99.2%"
"Stradivarius: Five Violins, One Cello and a Genius By Toby Faber. 9780333989760",Pre-Owned,4.73,+$24.84 shipping,from United Kingdom,0,"baham_books (2,353,606) 99.2%"
"A Heart That Works: THE SUNDAY TIMES BESTSELLER by Delaney, Rob Hardback Book",Pre-Owned,9.39,+$6.00 shipping,from United States,0,"worldofbooksusa (1,132,349) 93.4%"
Why Should the Devil Have All the Good Music?: ... by Gregory Thornbury Hardback,Pre-Owned,25.44,+$6.00 shipping,from United States,0,"worldofbooksusa (1,132,349) 93.4%"
The Cat and the Fiddle: A Treasury of Nursery Rhymes by Jackie Morris Hardback,Pre-Owned,12.64,+$6.00 shipping,from United States,0,"worldofbooksusa (1,132,349) 93.4%"
"My Rock 'n' Roll Friend by Thorn, Tracey Book The Fast Free Shipping",Pre-Owned,6.90,+$6.00 shipping,from United States,0,"worldofbooksusa (1,132,349) 93.4%"
Sacred Selections For The Church Hymn Book Hymnal 1960 Ellis Crum 54th Edition,Pre-Owned,5.60,+$32.09 shipping,from United States,0,"dobons (2,378) 99.1%"
"Duck Tails and Car Culture, How-to, Music, Raymond Mosken, Very Good, 2012-03-30",Pre-Owned,19.85,+$19.95 shipping,from United States,0,"booksfromca (159,239) 99.2%"
Twisting My Melon By Shaun Ryder. 9780593068274,Pre-Owned,4.58,+$24.84 shipping,from United Kingdom,0,"baham_books (2,353,606) 99.2%"
God Said Give 'em Drum Machines: The Book by Jennifer Washington - Hardcover,Pre-Owned,30.00,+$32.45 shipping,from United States,0,"cdbeshore (2,011) 99%"
WALT DISNEY FANTASIA  Animation Art Book Mickey Mouse Vintage Unused Musical,New (Other),29.99,+$33.35 shipping,from United States,0,"smallamazon (13,680) 100%"
"Can You Feel the Silence?: Van Morrison: A New Bi... by Heylin, Clinton Hardback",Pre-Owned,22.62,+$6.00 shipping,from United States,0,"worldofbooksusa (1,132,349) 93.4%"
Hip Hop Raised Me Hardback First Edition Book Brand New Sealed English Edition,Brand New,351.81,+$82.09 shipping estimate,from United Kingdom,0,cardosresell (63) 100%
"Lemmy: The Definitive Biography by Wall, Mick Book The Fast Free Shipping",Pre-Owned,10.66,+$6.00 shipping,from United States,0,"worldofbooksusa (1,132,349) 93.4%"
"Is That It? By Bob Geldof, Paul Vallely. 9780283993626",Pre-Owned,4.58,+$24.84 shipping,from United Kingdom,0,"baham_books (2,353,606) 99.2%"
You're Making Me Hate You By Corey Taylor. 9780091960315,Pre-Owned,4.58,+$24.84 shipping,from United Kingdom,0,"baham_books (2,353,606) 99.2%"
"Top of the Pops: 50th Anniversary-Patrick Humphries,Steve Blacknell",Pre-Owned,4.28,+$22.87 shipping,from United Kingdom,0,"awesomebooksuk (1,634,322) 99.4%"
Elvis?,Pre-Owned,3.90,+$52.48 shipping estimate,from United Kingdom,0,"baham_books (2,353,606) 99.2%"
Radiohead: Climbing Up the Walls by Tom Sheehan Hardback,Brand New,33.04,+$58.12 shipping estimate,from United Kingdom,0,"bookmail (470,791) 100%"
New ListingThe Beatles Album By Julia Delano. 9780862885199,Pre-Owned,25.52,+$5.47 shipping,from United Kingdom,0,"book_fountain (181,309) 98.7%"
Guitar by Earl Slick Hardcover Book,Brand New,30.41,+$39.76 shipping,from Canada,0,"grandeagleretail (928,952) 98.3%"
"Just Kids,Patti Smith",Pre-Owned,15.38,+$15.03 shipping,from United Kingdom,0,"cmedia_group (1,019,704) 99.4%"
"Music, in a Foreign Language,Andrew Crumey",Pre-Owned,44.38,+$15.03 shipping,from United Kingdom,0,"cmedia_group (1,019,704) 99.4%"
New ListingTony Bennett By Tony Jasper,Pre-Owned,19.89,+$5.47 shipping,from United Kingdom,0,"book_fountain (181,309) 98.7%"
Marilyn Manson The Long Hard Road Out of Hell 1st Ed Hardcover Neil Strauss Rare,Pre-Owned,27.02,+$105.53 shipping,from Australia,0,"kjg19 (1,252) 100%"
Unfaithful Music and Disappearing Ink By Elvis Costello,Pre-Owned,4.58,+$24.84 shipping,from United Kingdom,0,"baham_books (2,353,606) 99.2%"
Neil MacKenzie Matthews Snap Music Photography (Hardback),Brand New,12.61,+$3.91 shipping,from United Kingdom,0,"rarewaves-outlet (1,231,989) 98.2%"
Estrus: Shovelin' the Shit Since '87 (Hardback or Cased Book),Brand New,44.36,+$27.89 shipping,from United States,0,"bargainbookstores (1,108,099) 99.4%"
Guitar Playing Manual: The comprehensive guide (Haynes Manual) B,Pre-Owned,12.32,+$5.47 shipping,from United Kingdom,0,"book_fountain (181,309) 98.7%"
Baptist Hymnal 1956 Hardcover Sims Convention Press Green Cover Songbook Vtg,Pre-Owned,15.00,+$27.02 shipping,from United States,0,l.sorrell2012 (973) 100%
The Rocky Horror Show by Richard O'Brien Paperback Book The Fast Free Shipping,Pre-Owned,7.05,+$6.00 shipping,from United States,0,"worldofbooksusa (1,132,349) 93.4%"
"Confess: The Autobiography Halford, Rob Very Good",Pre-Owned,8.25,+$26.82 shipping,from United States,0,"bookoutlet2 (181,011) 99.5%"
Bob Jones Press Music for Christian Schools 1 - 1st Grade Hardback BJU,Pre-Owned,4.95,+$31.07 shipping,from United States,0,"michellwatso65 (1,359) 100%"
Desolation: A Heavy Metal Memoir by Mark Morton Hardcover Book,Brand New,36.21,+$15.73 shipping,from Australia,0,"the_nile (1,223,417) 98.3%"
Sid Smith In The Court of King Crimson (Hardback),Brand New,25.27,+$3.91 shipping,from United Kingdom,0,"rarewaves-outlet (1,231,989) 98.2%"
"A History of Opera By Carolyn Abbate, Roger Parker",Pre-Owned,20.23,+$6.99 shipping,from United States,0,"awesomebooksusa (419,897) 98%"
New ListingA Handbook of Church Music by,Pre-Owned,29.38,+$27.44 shipping,from United States,0,"indianabookcompany (20,634) 99.8%"
Rammellzee: Racing for Thunder by Wolf (English) Hardcover Book,Brand New,52.99,+$23.48 shipping,from United States,0,"grandeagleretail (928,952) 98.3%"
UNITED FORCES * 528pp Brazilian Metal HC Book * NEW * Sepultura/Sarcofago/Ratos*,Brand New,44.95,+$59.51 shipping,from United States,0,"bazillionpoints (1,242) 100%"
"I Haven’t Been Entirely Honest With You, Hardcover by Hart, Miranda, Like New...",New (Other),27.15,+$20.91 shipping,from United Kingdom,0,"superbookdeals1 (73,619) 95.8%"
"Black Sabbath: Symptom of the Universe,Mick Wall- 9781409118435",Pre-Owned,5.36,+$15.03 shipping,from United Kingdom,0,"cmedia_group (1,019,704) 99.4%"
"Joan Baez When You See My Mother, Ask Her to Dance (Hardback)",Brand New,21.17,+$3.91 shipping,from United Kingdom,0,"rarewaves-outlet (1,231,989) 98.2%"
"One Step Closer: From Xero to #1: Becoming Linkin Park by Blue, Jeff Hardback",New (Other),16.83,+$6.00 shipping,from United States,0,"worldofbooksusa (1,132,349) 93.4%"
Woodstock: 50 Years of Peace and Music,Pre-Owned,9.26,+$50.51 shipping,from United States,0,"bellwetherbooks_usa (201,816) 99.7%"
Alan Moore The Great When (Hardback),Brand New,26.94,+$3.91 shipping,from United Kingdom,0,"rarewaves-outlet (1,231,989) 98.2%"
"New ListingKey Words in Church Music: Definition Essays on Concepts, Practices, and Moveme",Pre-Owned,44.63,+$27.19 shipping,from United States,0,"indianabookcompany (20,634) 99.8%"
Musical instruments of ARMENIAN highlands Noune Shamakhian Music history Armenia,Pre-Owned,125.00,+$38.56 shipping,from United States,0,"loridzor (8,591) 99.2%"
"The Treasures of Queen: A Celebration of the Band, Recordings and Concerts by Do",Pre-Owned,22.91,+$58.30 shipping,from United States,0,"bluevasemarketplace (183,450) 99.5%"
Biographical Dictionary of Composers and Musicians By Theodore B,Pre-Owned,37.15,+$5.47 shipping,from United Kingdom,0,"book_fountain (181,309) 98.7%"
New ListingRichard Wagner: The Sorcerer of Bayreuth,New (Other),26.99,+$62.59 shipping estimate,from United Kingdom,0,tavern_books (514) 100%
Catch a Fire: The Autobiography By Melanie B,Pre-Owned,4.73,+$24.84 shipping,from United Kingdom,0,"baham_books (2,353,606) 99.2%"
SPACESHIPS OVER GLASGOW - STUART BRAITHWAITE - BRAND NEW - BOOK FREE POSTAGE,Brand New,13.01,+$26.16 shipping,from United Kingdom,0,"the-book-monkey (9,468) 98.7%"
Jazz / Blues / Music Classic—ALBERT MURRAY—Blue Devils of Nada—1st Ed HARDCOVER,N/A,23.50,+$33.26 shipping,from United States,0,"flappincat (1,291) 100%"
The Story Orchestra: Four Seasons in One Day - 9781847808776,Brand New,17.43,+$52.95 shipping estimate,from United Kingdom,0,"books--etc (481,119) 99.7%"
"New ListingCelebration Hymnal : Pew Edition by Word Music (1997, Hardcover)",Brand New,10.00,+$56.66 shipping,from United States,0,winor25 (769) 100%
BJU Music 6 Textbook,Pre-Owned,6.50,+$32.15 shipping,from United States,0,"heritagebookstore (4,609) 99.7%"
Maurice Wade Silent Landscapes The Andy McCluskey Collection (OMD) Hardback 2022,Brand New,32.70,+$15.69 shipping,from United Kingdom,0,trent_art_limited (160) 100%
Harry Benson. The Beatles by Harry Benson Hardcover Book,Brand New,21.46,+$16.89 shipping,from United States,0,"grandeagleretail (928,952) 98.3%"
